Date,Hour,Daily Peak Probability
8/12/2009,24,0.080
8/13/2009,1,0.018
8/13/2009,2,0.020
8/13/2009,3,0.021
8/13/2009,4,0.022
8/13/2009,5,0.024
8/13/2009,6,0.025
8/13/2009,7,0.027
8/13/2009,8,0.029
8/13/2009,9,0.031
8/13/2009,10,0.033
8/13/2009,11,0.035
8/13/2009,12,0.038
8/13/2009,13,0.040
8/13/2009,14,0.043
8/13/2009,15,0.046
8/13/2009,16,0.049
8/13/2009,17,0.052
8/13/2009,18,0.055
8/13/2009,19,0.059
8/13/2009,20,0.063
8/13/2009,21,0.067
8/13/2009,22,0.071
8/13/2009,23,0.075
8/13/2009,24,0.080
8/14/2009,1,0.018
8/14/2009,2,0.020
8/14/2009,3,0.021
8/14/2009,4,0.022
8/14/2009,5,0.024
8/14/2009,6,0.025
8/14/2009,7,0.027
8/14/2009,8,0.029
8/14/2009,9,0.031
8/14/2009,10,0.033
8/14/2009,11,0.035
8/14/2009,12,0.038
8/14/2009,13,0.040
8/14/2009,14,0.043
8/14/2009,15,0.046
8/14/2009,16,0.049
8/14/2009,17,0.052
8/14/2009,18,0.055
8/14/2009,19,0.059
8/14/2009,20,0.063
8/14/2009,21,0.067
8/14/2009,22,0.071
8/14/2009,23,0.075
8/14/2009,24,0.080
8/15/2009,1,0.018
8/15/2009,2,0.020
8/15/2009,3,0.021
8/15/2009,4,0.022
8/15/2009,5,0.024
8/15/2009,6,0.025
8/15/2009,7,0.027
8/15/2009,8,0.029
8/15/2009,9,0.031
8/15/2009,10,0.033
8/15/2009,11,0.035
8/15/2009,12,0.037
8/15/2009,13,0.040
8/15/2009,14,0.043
8/15/2009,15,0.045
8/15/2009,16,0.048
8/15/2009,17,0.052
8/15/2009,18,0.055
8/15/2009,19,0.059
8/15/2009,20,0.062
8/15/2009,21,0.067
8/15/2009,22,0.071
8/15/2009,23,0.075
8/15/2009,24,0.080
8/16/2009,1,0.018
8/16/2009,2,0.020
8/16/2009,3,0.021
8/16/2009,4,0.022
8/16/2009,5,0.024
8/16/2009,6,0.026
8/16/2009,7,0.027
8/16/2009,8,0.029
8/16/2009,9,0.031
8/16/2009,10,0.033
8/16/2009,11,0.035
8/16/2009,12,0.038
8/16/2009,13,0.040
8/16/2009,14,0.043
8/16/2009,15,0.046
8/16/2009,16,0.049
8/16/2009,17,0.052
8/16/2009,18,0.055
8/16/2009,19,0.059
8/16/2009,20,0.063
8/16/2009,21,0.067
8/16/2009,22,0.071
8/16/2009,23,0.076
8/16/2009,24,0.081
8/17/2009,1,0.018
8/17/2009,2,0.020
8/17/2009,3,0.021
8/17/2009,4,0.022
8/17/2009,5,0.024
8/17/2009,6,0.026
8/17/2009,7,0.027
8/17/2009,8,0.029
8/17/2009,9,0.031
8/17/2009,10,0.033
8/17/2009,11,0.035
8/17/2009,12,0.038
8/17/2009,13,0.040
8/17/2009,14,0.043
8/17/2009,15,0.046
8/17/2009,16,0.049
8/17/2009,17,0.052
8/17/2009,18,0.055
8/17/2009,19,0.059
8/17/2009,20,0.063
8/17/2009,21,0.067
8/17/2009,22,0.071
8/17/2009,23,0.076
8/17/2009,24,0.081
8/18/2009,1,0.018
8/18/2009,2,0.020
8/18/2009,3,0.021
8/18/2009,4,0.022
8/18/2009,5,0.024
8/18/2009,6,0.025
8/18/2009,7,0.027
8/18/2009,8,0.029
8/18/2009,9,0.031
8/18/2009,10,0.033
8/18/2009,11,0.035
8/18/2009,12,0.038
8/18/2009,13,0.040
8/18/2009,14,0.043
8/18/2009,15,0.046
8/18/2009,16,0.049
8/18/2009,17,0.052
8/18/2009,18,0.055
8/18/2009,19,0.059
8/18/2009,20,0.063
8/18/2009,21,0.067
8/18/2009,22,0.071
8/18/2009,23,0.076
8/18/2009,24,0.080
8/19/2009,1,0.018
8/19/2009,2,0.020
8/19/2009,3,0.021
8/19/2009,4,0.022
8/19/2009,5,0.024
8/19/2009,6,0.025
8/19/2009,7,0.027
8/19/2009,8,0.029
8/19/2009,9,0.031
8/19/2009,10,0.033
8/19/2009,11,0.035
8/19/2009,12,0.038
8/19/2009,13,0.040
8/19/2009,14,0.043
8/19/2009,15,0.046
8/19/2009,16,0.049
8/19/2009,17,0.052
8/19/2009,18,0.055
8/19/2009,19,0.059
8/19/2009,20,0.063
8/19/2009,21,0.067
8/19/2009,22,0.071
8/19/2009,23,0.076
8/19/2009,24,0.080
8/20/2009,1,0.018
8/20/2009,2,0.020
8/20/2009,3,0.021
8/20/2009,4,0.022
8/20/2009,5,0.024
8/20/2009,6,0.025
8/20/2009,7,0.027
8/20/2009,8,0.029
8/20/2009,9,0.031
8/20/2009,10,0.033
8/20/2009,11,0.035
8/20/2009,12,0.038
8/20/2009,13,0.040
8/20/2009,14,0.043
8/20/2009,15,0.046
8/20/2009,16,0.049
8/20/2009,17,0.052
8/20/2009,18,0.055
8/20/2009,19,0.059
8/20/2009,20,0.063
8/20/2009,21,0.067
8/20/2009,22,0.071
8/20/2009,23,0.075
8/20/2009,24,0.080
8/21/2009,1,0.018
8/21/2009,2,0.020
8/21/2009,3,0.021
8/21/2009,4,0.022
8/21/2009,5,0.024
8/21/2009,6,0.025
8/21/2009,7,0.027
8/21/2009,8,0.029
8/21/2009,9,0.031
8/21/2009,10,0.033
8/21/2009,11,0.035
8/21/2009,12,0.038
8/21/2009,13,0.040
8/21/2009,14,0.043
8/21/2009,15,0.046
8/21/2009,16,0.049
8/21/2009,17,0.052
8/21/2009,18,0.055
8/21/2009,19,0.059
8/21/2009,20,0.063
8/21/2009,21,0.067
8/21/2009,22,0.071
8/21/2009,23,0.075
8/21/2009,24,0.080
8/22/2009,1,0.018
8/22/2009,2,0.020
8/22/2009,3,0.021
8/22/2009,4,0.022
8/22/2009,5,0.024
8/22/2009,6,0.025
8/22/2009,7,0.027
8/22/2009,8,0.029
8/22/2009,9,0.031
8/22/2009,10,0.033
8/22/2009,11,0.035
8/22/2009,12,0.037
8/22/2009,13,0.040
8/22/2009,14,0.043
8/22/2009,15,0.045
8/22/2009,16,0.048
8/22/2009,17,0.052
8/22/2009,18,0.055
8/22/2009,19,0.059
8/22/2009,20,0.062
8/22/2009,21,0.067
8/22/2009,22,0.071
8/22/2009,23,0.075
8/22/2009,24,0.080
8/23/2009,1,0.018
8/23/2009,2,0.020
8/23/2009,3,0.021
8/23/2009,4,0.022
8/23/2009,5,0.024
8/23/2009,6,0.026
8/23/2009,7,0.027
8/23/2009,8,0.029
8/23/2009,9,0.031
8/23/2009,10,0.033
8/23/2009,11,0.035
8/23/2009,12,0.038
8/23/2009,13,0.040
8/23/2009,14,0.043
8/23/2009,15,0.046
8/23/2009,16,0.049
8/23/2009,17,0.052
8/23/2009,18,0.055
8/23/2009,19,0.059
8/23/2009,20,0.063
8/23/2009,21,0.067
8/23/2009,22,0.071
8/23/2009,23,0.076
8/23/2009,24,0.081
8/24/2009,1,0.018
8/24/2009,2,0.020
8/24/2009,3,0.021
8/24/2009,4,0.022
8/24/2009,5,0.024
8/24/2009,6,0.026
8/24/2009,7,0.027
8/24/2009,8,0.029
8/24/2009,9,0.031
8/24/2009,10,0.033
8/24/2009,11,0.035
8/24/2009,12,0.038
8/24/2009,13,0.040
8/24/2009,14,0.043
8/24/2009,15,0.046
8/24/2009,16,0.049
8/24/2009,17,0.052
8/24/2009,18,0.055
8/24/2009,19,0.059
8/24/2009,20,0.063
8/24/2009,21,0.067
8/24/2009,22,0.071
8/24/2009,23,0.076
8/24/2009,24,0.081
8/25/2009,1,0.018
8/25/2009,2,0.020
8/25/2009,3,0.021
8/25/2009,4,0.022
8/25/2009,5,0.024
8/25/2009,6,0.025
8/25/2009,7,0.027
8/25/2009,8,0.029
8/25/2009,9,0.031
8/25/2009,10,0.033
8/25/2009,11,0.035
8/25/2009,12,0.038
8/25/2009,13,0.040
8/25/2009,14,0.043
8/25/2009,15,0.046
8/25/2009,16,0.049
8/25/2009,17,0.052
8/25/2009,18,0.055
8/25/2009,19,0.059
8/25/2009,20,0.063
8/25/2009,21,0.067
8/25/2009,22,0.071
8/25/2009,23,0.076
8/25/2009,24,0.080
8/26/2009,1,0.018
8/26/2009,2,0.020
8/26/2009,3,0.021
8/26/2009,4,0.022
8/26/2009,5,0.024
8/26/2009,6,0.025
8/26/2009,7,0.027
8/26/2009,8,0.029
8/26/2009,9,0.031
8/26/2009,10,0.033
8/26/2009,11,0.035
8/26/2009,12,0.038
8/26/2009,13,0.040
8/26/2009,14,0.043
8/26/2009,15,0.046
8/26/2009,16,0.049
8/26/2009,17,0.052
8/26/2009,18,0.055
8/26/2009,19,0.059
8/26/2009,20,0.063
8/26/2009,21,0.067
8/26/2009,22,0.071
8/26/2009,23,0.076
8/26/2009,24,0.080
8/27/2009,1,0.018
8/27/2009,2,0.020
8/27/2009,3,0.021
8/27/2009,4,0.022
8/27/2009,5,0.024
8/27/2009,6,0.025
8/27/2009,7,0.027
8/27/2009,8,0.029
8/27/2009,9,0.031
8/27/2009,10,0.033
8/27/2009,11,0.035
8/27/2009,12,0.038
8/27/2009,13,0.040
8/27/2009,14,0.043
8/27/2009,15,0.046
8/27/2009,16,0.049
8/27/2009,17,0.052
8/27/2009,18,0.055
8/27/2009,19,0.059
8/27/2009,20,0.063
8/27/2009,21,0.067
8/27/2009,22,0.071
8/27/2009,23,0.075
8/27/2009,24,0.080
8/28/2009,1,0.018
8/28/2009,2,0.020
8/28/2009,3,0.021
8/28/2009,4,0.022
8/28/2009,5,0.024
8/28/2009,6,0.025
8/28/2009,7,0.027
8/28/2009,8,0.029
8/28/2009,9,0.031
8/28/2009,10,0.033
8/28/2009,11,0.035
8/28/2009,12,0.038
8/28/2009,13,0.040
8/28/2009,14,0.043
8/28/2009,15,0.046
8/28/2009,16,0.049
8/28/2009,17,0.052
8/28/2009,18,0.055
8/28/2009,19,0.059
8/28/2009,20,0.063
8/28/2009,21,0.067
8/28/2009,22,0.071
8/28/2009,23,0.075
8/28/2009,24,0.080
8/29/2009,1,0.018
8/29/2009,2,0.020
8/29/2009,3,0.021
8/29/2009,4,0.022
8/29/2009,5,0.024
8/29/2009,6,0.025
8/29/2009,7,0.027
8/29/2009,8,0.029
8/29/2009,9,0.031
8/29/2009,10,0.033
8/29/2009,11,0.035
8/29/2009,12,0.037
8/29/2009,13,0.040
8/29/2009,14,0.043
8/29/2009,15,0.045
8/29/2009,16,0.048
8/29/2009,17,0.052
8/29/2009,18,0.055
8/29/2009,19,0.059
8/29/2009,20,0.062
8/29/2009,21,0.067
8/29/2009,22,0.071
8/29/2009,23,0.075
8/29/2009,24,0.080
8/30/2009,1,0.018
8/30/2009,2,0.020
8/30/2009,3,0.021
8/30/2009,4,0.022
8/30/2009,5,0.024
8/30/2009,6,0.026
8/30/2009,7,0.027
8/30/2009,8,0.029
8/30/2009,9,0.031
8/30/2009,10,0.033
8/30/2009,11,0.035
8/30/2009,12,0.038
8/30/2009,13,0.040
8/30/2009,14,0.043
8/30/2009,15,0.046
8/30/2009,16,0.049
8/30/2009,17,0.052
8/30/2009,18,0.055
8/30/2009,19,0.059
8/30/2009,20,0.063
8/30/2009,21,0.067
8/30/2009,22,0.071
8/30/2009,23,0.076
8/30/2009,24,0.081
8/31/2009,1,0.018
8/31/2009,2,0.020
8/31/2009,3,0.021
8/31/2009,4,0.022
8/31/2009,5,0.024
8/31/2009,6,0.026
8/31/2009,7,0.027
8/31/2009,8,0.029
8/31/2009,9,0.031
8/31/2009,10,0.033
8/31/2009,11,0.035
8/31/2009,12,0.038
8/31/2009,13,0.040
8/31/2009,14,0.043
8/31/2009,15,0.046
8/31/2009,16,0.049
8/31/2009,17,0.052
8/31/2009,18,0.055
8/31/2009,19,0.059
8/31/2009,20,0.063
8/31/2009,21,0.067
8/31/2009,22,0.071
8/31/2009,23,0.076
8/31/2009,24,0.081
9/1/2009,1,0.018
9/1/2009,2,0.020
9/1/2009,3,0.021
9/1/2009,4,0.022
9/1/2009,5,0.024
9/1/2009,6,0.026
9/1/2009,7,0.027
9/1/2009,8,0.029
9/1/2009,9,0.031
9/1/2009,10,0.033
9/1/2009,11,0.035
9/1/2009,12,0.038
9/1/2009,13,0.040
9/1/2009,14,0.043
9/1/2009,15,0.046
9/1/2009,16,0.049
9/1/2009,17,0.052
9/1/2009,18,0.055
9/1/2009,19,0.059
9/1/2009,20,0.063
9/1/2009,21,0.067
9/1/2009,22,0.071
9/1/2009,23,0.076
9/1/2009,24,0.081
9/2/2009,1,0.018
9/2/2009,2,0.020
9/2/2009,3,0.021
9/2/2009,4,0.022
9/2/2009,5,0.024
9/2/2009,6,0.026
9/2/2009,7,0.027
9/2/2009,8,0.029
9/2/2009,9,0.031
9/2/2009,10,0.033
9/2/2009,11,0.035
9/2/2009,12,0.038
9/2/2009,13,0.040
9/2/2009,14,0.043
9/2/2009,15,0.046
9/2/2009,16,0.049
9/2/2009,17,0.052
9/2/2009,18,0.055
9/2/2009,19,0.059
9/2/2009,20,0.063
9/2/2009,21,0.067
9/2/2009,22,0.071
9/2/2009,23,0.076
9/2/2009,24,0.081
9/3/2009,1,0.018
9/3/2009,2,0.020
9/3/2009,3,0.021
9/3/2009,4,0.022
9/3/2009,5,0.024
9/3/2009,6,0.025
9/3/2009,7,0.027
9/3/2009,8,0.029
9/3/2009,9,0.031
9/3/2009,10,0.033
9/3/2009,11,0.035
9/3/2009,12,0.038
9/3/2009,13,0.040
9/3/2009,14,0.043
9/3/2009,15,0.046
9/3/2009,16,0.049
9/3/2009,17,0.052
9/3/2009,18,0.055
9/3/2009,19,0.059
9/3/2009,20,0.063
9/3/2009,21,0.067
9/3/2009,22,0.071
9/3/2009,23,0.076
9/3/2009,24,0.080
9/4/2009,1,0.018
9/4/2009,2,0.020
9/4/2009,3,0.021
9/4/2009,4,0.022
9/4/2009,5,0.024
9/4/2009,6,0.025
9/4/2009,7,0.027
9/4/2009,8,0.029
9/4/2009,9,0.031
9/4/2009,10,0.033
9/4/2009,11,0.035
9/4/2009,12,0.038
9/4/2009,13,0.040
9/4/2009,14,0.043
9/4/2009,15,0.046
9/4/2009,16,0.049
9/4/2009,17,0.052
9/4/2009,18,0.055
9/4/2009,19,0.059
9/4/2009,20,0.063
9/4/2009,21,0.067
9/4/2009,22,0.071
9/4/2009,23,0.076
9/4/2009,24,0.080
9/5/2009,1,0.018
9/5/2009,2,0.020
9/5/2009,3,0.021
9/5/2009,4,0.022
9/5/2009,5,0.024
9/5/2009,6,0.025
9/5/2009,7,0.027
9/5/2009,8,0.029
9/5/2009,9,0.031
9/5/2009,10,0.033
9/5/2009,11,0.035
9/5/2009,12,0.038
9/5/2009,13,0.040
9/5/2009,14,0.043
9/5/2009,15,0.046
9/5/2009,16,0.049
9/5/2009,17,0.052
9/5/2009,18,0.055
9/5/2009,19,0.059
9/5/2009,20,0.063
9/5/2009,21,0.067
9/5/2009,22,0.071
9/5/2009,23,0.075
9/5/2009,24,0.080
9/6/2009,1,0.018
9/6/2009,2,0.020
9/6/2009,3,0.021
9/6/2009,4,0.022
9/6/2009,5,0.024
9/6/2009,6,0.026
9/6/2009,7,0.027
9/6/2009,8,0.029
9/6/2009,9,0.031
9/6/2009,10,0.033
9/6/2009,11,0.035
9/6/2009,12,0.038
9/6/2009,13,0.040
9/6/2009,14,0.043
9/6/2009,15,0.046
9/6/2009,16,0.049
9/6/2009,17,0.052
9/6/2009,18,0.055
9/6/2009,19,0.059
9/6/2009,20,0.063
9/6/2009,21,0.067
9/6/2009,22,0.071
9/6/2009,23,0.076
9/6/2009,24,0.081
9/7/2009,1,0.018
9/7/2009,2,0.020
9/7/2009,3,0.021
9/7/2009,4,0.022
9/7/2009,5,0.024
9/7/2009,6,0.026
9/7/2009,7,0.027
9/7/2009,8,0.029
9/7/2009,9,0.031
9/7/2009,10,0.033
9/7/2009,11,0.035
9/7/2009,12,0.038
9/7/2009,13,0.040
9/7/2009,14,0.043
9/7/2009,15,0.046
9/7/2009,16,0.049
9/7/2009,17,0.052
9/7/2009,18,0.055
9/7/2009,19,0.059
9/7/2009,20,0.063
9/7/2009,21,0.067
9/7/2009,22,0.071
9/7/2009,23,0.076
9/7/2009,24,0.081
9/8/2009,1,0.018
9/8/2009,2,0.020
9/8/2009,3,0.021
9/8/2009,4,0.022
9/8/2009,5,0.024
9/8/2009,6,0.026
9/8/2009,7,0.027
9/8/2009,8,0.029
9/8/2009,9,0.031
9/8/2009,10,0.033
9/8/2009,11,0.035
9/8/2009,12,0.038
9/8/2009,13,0.040
9/8/2009,14,0.043
9/8/2009,15,0.046
9/8/2009,16,0.049
9/8/2009,17,0.052
9/8/2009,18,0.055
9/8/2009,19,0.059
9/8/2009,20,0.063
9/8/2009,21,0.067
9/8/2009,22,0.071
9/8/2009,23,0.076
9/8/2009,24,0.081
9/9/2009,1,0.018
9/9/2009,2,0.020
9/9/2009,3,0.021
9/9/2009,4,0.022
9/9/2009,5,0.024
9/9/2009,6,0.026
9/9/2009,7,0.027
9/9/2009,8,0.029
9/9/2009,9,0.031
9/9/2009,10,0.033
9/9/2009,11,0.035
9/9/2009,12,0.038
9/9/2009,13,0.040
9/9/2009,14,0.043
9/9/2009,15,0.046
9/9/2009,16,0.049
9/9/2009,17,0.052
9/9/2009,18,0.055
9/9/2009,19,0.059
9/9/2009,20,0.063
9/9/2009,21,0.067
9/9/2009,22,0.071
9/9/2009,23,0.076
9/9/2009,24,0.081
9/10/2009,1,0.018
9/10/2009,2,0.020
9/10/2009,3,0.021
9/10/2009,4,0.022
9/10/2009,5,0.024
9/10/2009,6,0.025
9/10/2009,7,0.027
9/10/2009,8,0.029
9/10/2009,9,0.031
9/10/2009,10,0.033
9/10/2009,11,0.035
9/10/2009,12,0.038
9/10/2009,13,0.040
9/10/2009,14,0.043
9/10/2009,15,0.046
9/10/2009,16,0.049
9/10/2009,17,0.052
9/10/2009,18,0.055
9/10/2009,19,0.059
9/10/2009,20,0.063
9/10/2009,21,0.067
9/10/2009,22,0.071
9/10/2009,23,0.076
9/10/2009,24,0.080
9/11/2009,1,0.018
9/11/2009,2,0.020
9/11/2009,3,0.021
9/11/2009,4,0.022
9/11/2009,5,0.024
9/11/2009,6,0.025
9/11/2009,7,0.027
9/11/2009,8,0.029
9/11/2009,9,0.031
9/11/2009,10,0.033
9/11/2009,11,0.035
9/11/2009,12,0.038
9/11/2009,13,0.040
9/11/2009,14,0.043
9/11/2009,15,0.046
9/11/2009,16,0.049
9/11/2009,17,0.052
9/11/2009,18,0.055
9/11/2009,19,0.059
9/11/2009,20,0.063
9/11/2009,21,0.067
9/11/2009,22,0.071
9/11/2009,23,0.076
9/11/2009,24,0.080
9/12/2009,1,0.018
9/12/2009,2,0.020
9/12/2009,3,0.021
9/12/2009,4,0.022
9/12/2009,5,0.024
9/12/2009,6,0.025
9/12/2009,7,0.027
9/12/2009,8,0.029
9/12/2009,9,0.031
9/12/2009,10,0.033
9/12/2009,11,0.035
9/12/2009,12,0.038
9/12/2009,13,0.040
9/12/2009,14,0.043
9/12/2009,15,0.046
9/12/2009,16,0.049
9/12/2009,17,0.052
9/12/2009,18,0.055
9/12/2009,19,0.059
9/12/2009,20,0.063
9/12/2009,21,0.067
9/12/2009,22,0.071
9/12/2009,23,0.075
9/12/2009,24,0.080
9/13/2009,1,0.018
9/13/2009,2,0.020
9/13/2009,3,0.021
9/13/2009,4,0.022
9/13/2009,5,0.024
9/13/2009,6,0.026
9/13/2009,7,0.027
9/13/2009,8,0.029
9/13/2009,9,0.031
9/13/2009,10,0.033
9/13/2009,11,0.035
9/13/2009,12,0.038
9/13/2009,13,0.040
9/13/2009,14,0.043
9/13/2009,15,0.046
9/13/2009,16,0.049
9/13/2009,17,0.052
9/13/2009,18,0.055
9/13/2009,19,0.059
9/13/2009,20,0.063
9/13/2009,21,0.067
9/13/2009,22,0.071
9/13/2009,23,0.076
9/13/2009,24,0.081
9/14/2009,1,0.018
9/14/2009,2,0.020
9/14/2009,3,0.021
9/14/2009,4,0.022
9/14/2009,5,0.024
9/14/2009,6,0.026
9/14/2009,7,0.027
9/14/2009,8,0.029
9/14/2009,9,0.031
9/14/2009,10,0.033
9/14/2009,11,0.035
9/14/2009,12,0.038
9/14/2009,13,0.040
9/14/2009,14,0.043
9/14/2009,15,0.046
9/14/2009,16,0.049
9/14/2009,17,0.052
9/14/2009,18,0.055
9/14/2009,19,0.059
9/14/2009,20,0.063
9/14/2009,21,0.067
9/14/2009,22,0.071
9/14/2009,23,0.076
9/14/2009,24,0.081
9/15/2009,1,0.018
9/15/2009,2,0.020
9/15/2009,3,0.021
9/15/2009,4,0.022
9/15/2009,5,0.024
9/15/2009,6,0.026
9/15/2009,7,0.027
9/15/2009,8,0.029
9/15/2009,9,0.031
9/15/2009,10,0.033
9/15/2009,11,0.035
9/15/2009,12,0.038
9/15/2009,13,0.040
9/15/2009,14,0.043
9/15/2009,15,0.046
9/15/2009,16,0.049
9/15/2009,17,0.052
9/15/2009,18,0.055
9/15/2009,19,0.059
9/15/2009,20,0.063
9/15/2009,21,0.067
9/15/2009,22,0.071
9/15/2009,23,0.076
9/15/2009,24,0.081
9/16/2009,1,0.018
9/16/2009,2,0.020
9/16/2009,3,0.021
9/16/2009,4,0.022
9/16/2009,5,0.024
9/16/2009,6,0.026
9/16/2009,7,0.027
9/16/2009,8,0.029
9/16/2009,9,0.031
9/16/2009,10,0.033
9/16/2009,11,0.035
9/16/2009,12,0.038
9/16/2009,13,0.040
9/16/2009,14,0.043
9/16/2009,15,0.046
9/16/2009,16,0.049
9/16/2009,17,0.052
9/16/2009,18,0.055
9/16/2009,19,0.059
9/16/2009,20,0.063
9/16/2009,21,0.067
9/16/2009,22,0.071
9/16/2009,23,0.076
9/16/2009,24,0.081
9/17/2009,1,0.018
9/17/2009,2,0.020
9/17/2009,3,0.021
9/17/2009,4,0.022
9/17/2009,5,0.024
9/17/2009,6,0.025
9/17/2009,7,0.027
9/17/2009,8,0.029
9/17/2009,9,0.031
9/17/2009,10,0.033
9/17/2009,11,0.035
9/17/2009,12,0.038
9/17/2009,13,0.040
9/17/2009,14,0.043
9/17/2009,15,0.046
9/17/2009,16,0.049
9/17/2009,17,0.052
9/17/2009,18,0.055
9/17/2009,19,0.059
9/17/2009,20,0.063
9/17/2009,21,0.067
9/17/2009,22,0.071
9/17/2009,23,0.076
9/17/2009,24,0.080
9/18/2009,1,0.018
9/18/2009,2,0.020
9/18/2009,3,0.021
9/18/2009,4,0.022
9/18/2009,5,0.024
9/18/2009,6,0.025
9/18/2009,7,0.027
9/18/2009,8,0.029
9/18/2009,9,0.031
9/18/2009,10,0.033
9/18/2009,11,0.035
9/18/2009,12,0.038
9/18/2009,13,0.040
9/18/2009,14,0.043
9/18/2009,15,0.046
9/18/2009,16,0.049
9/18/2009,17,0.052
9/18/2009,18,0.055
9/18/2009,19,0.059
9/18/2009,20,0.063
9/18/2009,21,0.067
9/18/2009,22,0.071
9/18/2009,23,0.076
9/18/2009,24,0.080
9/19/2009,1,0.018
9/19/2009,2,0.020
9/19/2009,3,0.021
9/19/2009,4,0.022
9/19/2009,5,0.024
9/19/2009,6,0.025
9/19/2009,7,0.027
9/19/2009,8,0.029
9/19/2009,9,0.031
9/19/2009,10,0.033
9/19/2009,11,0.035
9/19/2009,12,0.038
9/19/2009,13,0.040
9/19/2009,14,0.043
9/19/2009,15,0.046
9/19/2009,16,0.049
9/19/2009,17,0.052
9/19/2009,18,0.055
9/19/2009,19,0.059
9/19/2009,20,0.063
9/19/2009,21,0.067
9/19/2009,22,0.071
9/19/2009,23,0.075
9/19/2009,24,0.080
9/20/2009,1,0.018
9/20/2009,2,0.020
9/20/2009,3,0.021
9/20/2009,4,0.022
9/20/2009,5,0.024
9/20/2009,6,0.026
9/20/2009,7,0.027
9/20/2009,8,0.029
9/20/2009,9,0.031
9/20/2009,10,0.033
9/20/2009,11,0.035
9/20/2009,12,0.038
9/20/2009,13,0.040
9/20/2009,14,0.043
9/20/2009,15,0.046
9/20/2009,16,0.049
9/20/2009,17,0.052
9/20/2009,18,0.055
9/20/2009,19,0.059
9/20/2009,20,0.063
9/20/2009,21,0.067
9/20/2009,22,0.071
9/20/2009,23,0.076
9/20/2009,24,0.081
9/21/2009,1,0.018
9/21/2009,2,0.020
9/21/2009,3,0.021
9/21/2009,4,0.022
9/21/2009,5,0.024
9/21/2009,6,0.026
9/21/2009,7,0.027
9/21/2009,8,0.029
9/21/2009,9,0.031
9/21/2009,10,0.033
9/21/2009,11,0.035
9/21/2009,12,0.038
9/21/2009,13,0.040
9/21/2009,14,0.043
9/21/2009,15,0.046
9/21/2009,16,0.049
9/21/2009,17,0.052
9/21/2009,18,0.055
9/21/2009,19,0.059
9/21/2009,20,0.063
9/21/2009,21,0.067
9/21/2009,22,0.071
9/21/2009,23,0.076
9/21/2009,24,0.081
9/22/2009,1,0.018
9/22/2009,2,0.020
9/22/2009,3,0.021
9/22/2009,4,0.022
9/22/2009,5,0.024
9/22/2009,6,0.026
9/22/2009,7,0.027
9/22/2009,8,0.029
9/22/2009,9,0.031
9/22/2009,10,0.033
9/22/2009,11,0.035
9/22/2009,12,0.038
9/22/2009,13,0.040
9/22/2009,14,0.043
9/22/2009,15,0.046
9/22/2009,16,0.049
9/22/2009,17,0.052
9/22/2009,18,0.055
9/22/2009,19,0.059
9/22/2009,20,0.063
9/22/2009,21,0.067
9/22/2009,22,0.071
9/22/2009,23,0.076
9/22/2009,24,0.081
9/23/2009,1,0.018
9/23/2009,2,0.020
9/23/2009,3,0.021
9/23/2009,4,0.022
9/23/2009,5,0.024
9/23/2009,6,0.026
9/23/2009,7,0.027
9/23/2009,8,0.029
9/23/2009,9,0.031
9/23/2009,10,0.033
9/23/2009,11,0.035
9/23/2009,12,0.038
9/23/2009,13,0.040
9/23/2009,14,0.043
9/23/2009,15,0.046
9/23/2009,16,0.049
9/23/2009,17,0.052
9/23/2009,18,0.055
9/23/2009,19,0.059
9/23/2009,20,0.063
9/23/2009,21,0.067
9/23/2009,22,0.071
9/23/2009,23,0.076
9/23/2009,24,0.081
9/24/2009,1,0.018
9/24/2009,2,0.020
9/24/2009,3,0.021
9/24/2009,4,0.022
9/24/2009,5,0.024
9/24/2009,6,0.025
9/24/2009,7,0.027
9/24/2009,8,0.029
9/24/2009,9,0.031
9/24/2009,10,0.033
9/24/2009,11,0.035
9/24/2009,12,0.038
9/24/2009,13,0.040
9/24/2009,14,0.043
9/24/2009,15,0.046
9/24/2009,16,0.049
9/24/2009,17,0.052
9/24/2009,18,0.055
9/24/2009,19,0.059
9/24/2009,20,0.063
9/24/2009,21,0.067
9/24/2009,22,0.071
9/24/2009,23,0.076
9/24/2009,24,0.080
9/25/2009,1,0.018
9/25/2009,2,0.020
9/25/2009,3,0.021
9/25/2009,4,0.022
9/25/2009,5,0.024
9/25/2009,6,0.025
9/25/2009,7,0.027
9/25/2009,8,0.029
9/25/2009,9,0.031
9/25/2009,10,0.033
9/25/2009,11,0.035
9/25/2009,12,0.038
9/25/2009,13,0.040
9/25/2009,14,0.043
9/25/2009,15,0.046
9/25/2009,16,0.049
9/25/2009,17,0.052
9/25/2009,18,0.055
9/25/2009,19,0.059
9/25/2009,20,0.063
9/25/2009,21,0.067
9/25/2009,22,0.071
9/25/2009,23,0.076
9/25/2009,24,0.080
9/26/2009,1,0.018
9/26/2009,2,0.020
9/26/2009,3,0.021
9/26/2009,4,0.022
9/26/2009,5,0.024
9/26/2009,6,0.025
9/26/2009,7,0.027
9/26/2009,8,0.029
9/26/2009,9,0.031
9/26/2009,10,0.033
9/26/2009,11,0.035
9/26/2009,12,0.038
9/26/2009,13,0.040
9/26/2009,14,0.043
9/26/2009,15,0.046
9/26/2009,16,0.049
9/26/2009,17,0.052
9/26/2009,18,0.055
